STATE,COUNTY,METRO_NAME,POPESTIMATE2019,METRO_POPULATION,PERCENT_METRO_POPULATION
Minnesota,Big Stone,Rural,4991,,
Minnesota,Blue Earth,Rural,67653,,
Minnesota,Brown,Rural,25008,,
Minnesota,Carlton,Rural,35871,,
Minnesota,Carver,Minneapolis-St. Paul,105089,3354263,0.031
Minnesota,Cass,Rural,29779,,
Minnesota,Chippewa,Rural,11800,,
Minnesota,Chisago,Rural,56579,,
Minnesota,Clay,Fargo-Moorhead,64222,246145,0.261
Minnesota,Clearwater,Rural,8818,,
Minnesota,Cook,Rural,5463,,
Minnesota,Cottonwood,Rural,11196,,
Minnesota,Crow Wing,Rural,65055,,
Minnesota,Dakota,Minneapolis-St. Paul,429021,3354263,0.128
Minnesota,Dodge,Rural,20934,,
Minnesota,Douglas,Rural,38141,,
Minnesota,Faribault,Rural,13653,,
Minnesota,Fillmore,Rural,21067,,
Minnesota,Freeborn,Rural,30281,,
Minnesota,Goodhue,Rural,46340,,
Minnesota,Grant,Rural,5972,,
Minnesota,Hennepin,Minneapolis-St. Paul,1265843,3354263,0.377
Minnesota,Houston,Rural,18600,,
Minnesota,Hubbard,Rural,21491,,
Minnesota,Isanti,Rural,40596,,
Minnesota,Itasca,Rural,45130,,
Minnesota,Jackson,Rural,9846,,
Minnesota,Kanabec,Rural,16337,,
Minnesota,Kandiyohi,Rural,43199,,
Minnesota,Kittson,Rural,4298,,
Minnesota,Koochiching,Rural,12229,,
Minnesota,Lac qui Parle,Rural,6623,,
Minnesota,Lake,Rural,10641,,
Minnesota,Lake of the Woods,Rural,3740,,
Minnesota,Le Sueur,Rural,28887,,
Minnesota,Lincoln,Rural,5639,,
Minnesota,Lyon,Rural,25474,,
Minnesota,Mahnomen,Rural,5527,,
Minnesota,Marshall,Rural,9336,,
Minnesota,Martin,Rural,19683,,
Minnesota,McLeod,Rural,35893,,
Minnesota,Meeker,Rural,23222,,
Minnesota,Mille Lacs,Rural,26277,,
Minnesota,Morrison,Rural,33386,,
Minnesota,Mower,Rural,40062,,
Minnesota,Murray,Rural,8194,,
Minnesota,Nicollet,Rural,34274,,
Minnesota,Nobles,Rural,21629,,
Minnesota,Norman,Rural,6375,,
Minnesota,Olmsted,Rural,158293,,
Minnesota,Otter Tail,Rural,58746,,
Minnesota,Pennington,Rural,14119,,
Minnesota,Pine,Rural,29579,,
Minnesota,Pipestone,Rural,9126,,
Minnesota,Polk,Rural,31364,,
Minnesota,Pope,Rural,11249,,
Minnesota,Ramsey,Minneapolis-St. Paul,550321,3354263,0.164
Minnesota,Red Lake,Rural,4055,,
Minnesota,Redwood,Rural,15170,,
Minnesota,Renville,Rural,14548,,
Minnesota,Rice,Rural,66972,,
Minnesota,Rock,Rural,9315,,
Minnesota,Roseau,Rural,15165,,
Minnesota,Scott,Minneapolis-St. Paul,149013,3354263,0.044
Minnesota,Sherburne,Minneapolis-St. Paul,97238,3354263,0.029
Minnesota,Sibley,Rural,14865,,
Minnesota,St. Louis,Duluth-Superior,199070,199070,1.000
Minnesota,Stearns,St. Cloud,161075,161075,1.000
Minnesota,Steele,Rural,36649,,
Minnesota,Stevens,Rural,9805,,
Minnesota,Swift,Rural,9266,,
Minnesota,Todd,Rural,24664,,
Minnesota,Traverse,Rural,3259,,
Minnesota,Wabasha,Rural,21627,,
Minnesota,Wadena,Rural,13682,,
Minnesota,Waseca,Rural,18612,,
Minnesota,Washington,Minneapolis-St. Paul,262440,3354263,0.078
Minnesota,Watonwan,Rural,10897,,
Minnesota,Wilkin,Rural,6207,,
Minnesota,Winona,Rural,50484,,
Minnesota,Wright,Minneapolis-St. Paul,138377,3354263,0.041
Minnesota,Yellow Medicine,Rural,9709,,
Mississippi,Adams,Rural,30693,,
Mississippi,Alcorn,Rural,36953,,
Mississippi,Amite,Rural,12297,,
Mississippi,Attala,Rural,18174,,
Mississippi,Benton,Rural,8259,,
Mississippi,Bolivar,Rural,30628,,
Mississippi,Calhoun,Rural,14361,,
Mississippi,Carroll,Rural,9947,,
Mississippi,Chickasaw,Rural,17103,,
Mississippi,Choctaw,Rural,8210,,
Mississippi,Claiborne,Rural,8988,,
Mississippi,Clarke,Rural,15541,,
Mississippi,Clay,Rural,19316,,
Mississippi,Coahoma,Rural,22124,,
Mississippi,Copiah,Rural,28065,,
Mississippi,Covington,Rural,18636,,
Mississippi,DeSoto,Rural,184945,,
Mississippi,Forrest,Hattiesburg,74897,138240,0.542
Mississippi,Franklin,Rural,7713,,
Mississippi,George,Rural,24500,,
Mississippi,Greene,Rural,13586,,
Mississippi,Grenada,Rural,20758,,
Mississippi,Hancock,Rural,47632,,
Mississippi,Harrison,Biloxi-Gulport,208080,351697,0.592
Mississippi,Hinds,Jackson,231840,493383,0.470
Mississippi,Holmes,Rural,17010,,
Mississippi,Humphreys,Rural,8064,,
Mississippi,Issaquena,Rural,1327,,
Mississippi,Itawamba,Rural,23390,,
Mississippi,Jackson,Biloxi-Gulport,143617,351697,0.408
Mississippi,Jasper,Rural,16383,,
Mississippi,Jefferson,Rural,6990,,
Mississippi,Jefferson Davis,Rural,11128,,
Mississippi,Jones,Rural,68098,,
Mississippi,Kemper,Rural,9742,,
Mississippi,Lafayette,Rural,54019,,
Mississippi,Lamar,Hattiesburg,63343,138240,0.458
Mississippi,Lauderdale,Rural,74125,,
Mississippi,Lawrence,Rural,12586,,
Mississippi,Leake,Rural,22786,,
Mississippi,Lee,Rural,85436,,
Mississippi,Leflore,Rural,28183,,
Mississippi,Lincoln,Rural,34153,,
Mississippi,Lowndes,Rural,58595,,
Mississippi,Madison,Jackson,106272,493383,0.215
Mississippi,Marion,Rural,24573,,
Mississippi,Marshall,Rural,35294,,
Mississippi,Monroe,Rural,35252,,
Mississippi,Montgomery,Rural,9775,,
Mississippi,Neshoba,Rural,29118,,
Mississippi,Newton,Rural,21018,,
Mississippi,Noxubee,Rural,10417,,
Mississippi,Oktibbeha,Rural,49587,,
Mississippi,Panola,Rural,34192,,
Mississippi,Pearl River,Rural,55535,,
Mississippi,Perry,Rural,11973,,
Mississippi,Pike,Rural,39288,,
Mississippi,Pontotoc,Rural,32174,,
Mississippi,Prentiss,Rural,25126,,
Mississippi,Quitman,Rural,6792,,
Mississippi,Rankin,Jackson,155271,493383,0.315
Mississippi,Scott,Rural,28124,,
Mississippi,Sharkey,Rural,4321,,
Mississippi,Simpson,Rural,26658,,
Mississippi,Smith,Rural,15916,,
Mississippi,Stone,Rural,18336,,
Mississippi,Sunflower,Rural,25110,,
Mississippi,Tallahatchie,Rural,13809,,
Mississippi,Tate,Rural,28321,,
Mississippi,Tippah,Rural,22015,,
Mississippi,Tishomingo,Rural,19383,,
Mississippi,Tunica,Rural,9632,,
Mississippi,Union,Rural,28815,,
Mississippi,Walthall,Rural,14286,,
Mississippi,Warren,Rural,45381,,
Mississippi,Washington,Rural,43909,,
Mississippi,Wayne,Rural,20183,,
Mississippi,Webster,Rural,9689,,
Mississippi,Wilkinson,Rural,8630,,
Mississippi,Winston,Rural,17955,,
Mississippi,Yalobusha,Rural,12108,,
Mississippi,Yazoo,Rural,29690,,
Missouri,Adair,Rural,25343,,
Missouri,Andrew,Rural,17712,,
Missouri,Atchison,Rural,5143,,
Missouri,Audrain,Rural,25388,,
Missouri,Barry,Rural,35789,,
Missouri,Barton,Rural,11754,,
Missouri,Bates,Rural,16172,,
Missouri,Benton,Rural,19443,,
Missouri,Bollinger,Rural,12133,,
Missouri,Boone,Columbia/MO,180463,180463,1.000
Missouri,Buchanan,St. Joseph,87364,87364,1.000
Missouri,Butler,Rural,42478,,
Missouri,Caldwell,Rural,9020,,
Missouri,Callaway,Rural,44743,,
Missouri,Camden,Rural,46305,,
Missouri,Cape Girardeau,Rural,78871,,
Missouri,Carroll,Rural,8679,,
Missouri,Carter,Rural,5982,,
Missouri,Cass,Kansas City,105780,2012745,0.053
Missouri,Cedar,Rural,14349,,
Missouri,Chariton,Rural,7426,,
Missouri,Christian,Springfield/MO,88595,381681,0.232
Missouri,Clark,Rural,6797,,
Missouri,Clay,Kansas City,249948,2012745,0.124
Missouri,Clinton,Rural,20387,,
Missouri,Cole,Rural,76745,,
Missouri,Cooper,Rural,17709,,
Missouri,Crawford,Rural,23920,,
Missouri,Dade,Rural,7561,,
Missouri,Dallas,Rural,16878,,
Missouri,Daviess,Rural,8278,,
Missouri,DeKalb,Rural,12547,,
Missouri,Dent,Rural,15573,,
Missouri,Douglas,Rural,13185,,
Missouri,Dunklin,Rural,29131,,
Missouri,Franklin,St. Louis,103967,2247927,0.046
Missouri,Gasconade,Rural,14706,,
Missouri,Gentry,Rural,6571,,
Missouri,Greene,Springfield/MO,293086,381681,0.768
Missouri,Grundy,Rural,9850,,
Missouri,Harrison,Rural,8352,,
Missouri,Henry,Rural,21824,,
Missouri,Hickory,Rural,9544,,
Missouri,Holt,Rural,4403,,
Missouri,Howard,Rural,10001,,
Missouri,Howell,Rural,40117,,
Missouri,Iron,Rural,10125,,
Missouri,Jackson,Kansas City,703011,2012745,0.349
Missouri,Jasper,Joplin,121328,179564,0.676
Missouri,Jefferson,St. Louis,225081,2247927,0.100
Missouri,Johnson,Rural,54062,,
Missouri,Knox,Rural,3959,,
Missouri,Laclede,Rural,35723,,
Missouri,Lafayette,Rural,32708,,
Missouri,Lawrence,Rural,38355,,
Missouri,Lewis,Rural,9776,,
Missouri,Lincoln,Rural,59013,,
Missouri,Linn,Rural,11920,,
Missouri,Livingston,Rural,15227,,
Missouri,Macon,Rural,15117,,
Missouri,Madison,Rural,12088,,
Missouri,Maries,Rural,8697,,
Missouri,Marion,Rural,28530,,
Missouri,McDonald,Rural,22837,,
Missouri,Mercer,Rural,3617,,
Missouri,Miller,Rural,25619,,
Missouri,Mississippi,Rural,13180,,
Missouri,Moniteau,Rural,16132,,
Missouri,Monroe,Rural,8644,,
Missouri,Montgomery,Rural,11551,,
Missouri,Morgan,Rural,20627,,
Missouri,New Madrid,Rural,17076,,
Missouri,Newton,Joplin,58236,179564,0.324
Missouri,Nodaway,Rural,22092,,
Missouri,Oregon,Rural,10529,,
Missouri,Osage,Rural,13615,,
Missouri,Ozark,Rural,9174,,
Missouri,Pemiscot,Rural,15805,,
Missouri,Perry,Rural,19136,,
Missouri,Pettis,Rural,42339,,
Missouri,Phelps,Rural,44573,,
Missouri,Pike,Rural,18302,,
Missouri,Platte,Kansas City,104418,2012745,0.052
Missouri,Polk,Rural,32149,,
Missouri,Pulaski,Rural,52607,,
Missouri,Putnam,Rural,4696,,
Missouri,Ralls,Rural,10309,,
Missouri,Randolph,Rural,24748,,
Missouri,Ray,Rural,23018,,
Missouri,Reynolds,Rural,6270,,
Missouri,Ripley,Rural,13288,,
Missouri,Saline,Rural,22761,,
Missouri,Schuyler,Rural,4660,,
Missouri,Scotland,Rural,4902,,
Missouri,Scott,Rural,38280,,
Missouri,Shannon,Rural,8166,,
Missouri,Shelby,Rural,5930,,
Missouri,St. Charles,St. Louis,402022,2247927,0.179
Missouri,St. Clair,Rural,9397,,
Missouri,St. Francois,Rural,67215,,
Missouri,St. Louis,St. Louis,994205,2247927,0.442
Missouri,Ste. Genevieve,Rural,17894,,
Missouri,Stoddard,Rural,29025,,
Missouri,Stone,Rural,31952,,
Missouri,Sullivan,Rural,6089,,
Missouri,Taney,Rural,55928,,
Missouri,Texas,Rural,25398,,
Missouri,Vernon,Rural,20563,,
Missouri,Warren,Rural,35649,,
Missouri,Washington,Rural,24730,,
Missouri,Wayne,Rural,12873,,
Missouri,Webster,Rural,39592,,
Missouri,Worth,Rural,2013,,
Missouri,Wright,Rural,18289,,
Montana,Beaverhead,Rural,9453,,
Montana,Big Horn,Rural,13319,,
Montana,Blaine,Rural,6681,,
Montana,Broadwater,Rural,6237,,
Montana,Carbon,Rural,10725,,
Montana,Carter,Rural,1252,,
Montana,Cascade,Great Falls,81366,81366,1.000
Montana,Chouteau,Rural,5635,,
Montana,Custer,Rural,11402,,
Montana,Daniels,Rural,1690,,
Montana,Dawson,Rural,8613,,
Montana,Deer Lodge,Rural,9140,,
Montana,Fallon,Rural,2846,,
Montana,Fergus,Rural,11050,,
Montana,Flathead,Rural,103806,,
Montana,Gallatin,Rural,114434,,
Montana,Garfield,Rural,1258,,
Montana,Glacier,Rural,13753,,
Montana,Golden Valley,Rural,821,,
Montana,Granite,Rural,3379,,
Montana,Hill,Rural,16484,,
Montana,Jefferson,Rural,12221,,
Montana,Judith Basin,Rural,2007,,
Montana,Lake,Rural,30458,,
Montana,Lewis and Clark,Rural,69432,,
Montana,Liberty,Rural,2337,,
Montana,Lincoln,Rural,19980,,
Montana,Madison,Rural,8600,,
Montana,McCone,Rural,1664,,
Montana,Meagher,Rural,1862,,
Montana,Mineral,Rural,4397,,
Montana,Missoula,Missoula,119600,119600,1.000
Montana,Musselshell,Rural,4633,,
Montana,Park,Rural,16606,,
Montana,Petroleum,Rural,487,,
Montana,Phillips,Rural,3954,,
Montana,Pondera,Rural,5911,,
Montana,Powder River,Rural,1682,,
Montana,Powell,Rural,6890,,
Montana,Prairie,Rural,1077,,
Montana,Ravalli,Rural,43806,,
Montana,Richland,Rural,10803,,
Montana,Roosevelt,Rural,11004,,
Montana,Rosebud,Rural,8937,,
Montana,Sanders,Rural,12113,,
Montana,Sheridan,Rural,3309,,
Montana,Silver Bow,Rural,34915,,
Montana,Stillwater,Rural,9642,,
Montana,Sweet Grass,Rural,3737,,
Montana,Teton,Rural,6147,,
Montana,Toole,Rural,4736,,
Montana,Treasure,Rural,696,,
Montana,Valley,Rural,7396,,
Montana,Wheatland,Rural,2126,,
Montana,Wibaux,Rural,969,,
Montana,Yellowstone,Billings,161300,161300,1.000
Nebraska,Adams,Rural,31363,,
Nebraska,Antelope,Rural,6298,,
Nebraska,Arthur,Rural,463,,
Nebraska,Banner,Rural,745,,
Nebraska,Blaine,Rural,465,,
Nebraska,Boone,Rural,5192,,
Nebraska,Box Butte,Rural,10783,,
Nebraska,Boyd,Rural,1919,,
Nebraska,Brown,Rural,2955,,
Nebraska,Buffalo,Rural,49659,,
Nebraska,Burt,Rural,6459,,
Nebraska,Butler,Rural,8016,,
Nebraska,Cass,Rural,26248,,
Nebraska,Cedar,Rural,8402,,
Nebraska,Chase,Rural,3924,,
Nebraska,Cherry,Rural,5689,,
Nebraska,Cheyenne,Rural,8910,,
Nebraska,Clay,Rural,6203,,
Nebraska,Colfax,Rural,10709,,
Nebraska,Cuming,Rural,8846,,
Nebraska,Custer,Rural,10777,,
Nebraska,Dakota,Rural,20026,,
Nebraska,Dawes,Rural,8589,,
Nebraska,Dawson,Rural,23595,,
Nebraska,Deuel,Rural,1794,,
Nebraska,Dixon,Rural,5636,,
Nebraska,Dodge,Rural,36565,,
Nebraska,Douglas,Omaha,571327,851729,0.671
Nebraska,Dundy,Rural,1693,,
Nebraska,Fillmore,Rural,5462,,
Nebraska,Franklin,Rural,2979,,
Nebraska,Frontier,Rural,2627,,
Nebraska,Furnas,Rural,4676,,
Nebraska,Gage,Rural,21513,,
Nebraska,Garden,Rural,1837,,
Nebraska,Garfield,Rural,1969,,
Nebraska,Gosper,Rural,1990,,
Nebraska,Grant,Rural,623,,
Nebraska,Greeley,Rural,2356,,
Nebraska,Hall,Rural,61353,,
Nebraska,Hamilton,Rural,9324,,
Nebraska,Harlan,Rural,3380,,
Nebraska,Hayes,Rural,922,,
Nebraska,Hitchcock,Rural,2762,,
Nebraska,Holt,Rural,10067,,
Nebraska,Hooker,Rural,682,,
Nebraska,Howard,Rural,6445,,
Nebraska,Jefferson,Rural,7046,,
Nebraska,Johnson,Rural,5071,,
Nebraska,Kearney,Rural,6495,,
Nebraska,Keith,Rural,8034,,
Nebraska,Keya Paha,Rural,806,,
Nebraska,Kimball,Rural,3632,,
Nebraska,Knox,Rural,8332,,
Nebraska,Lancaster,Lincoln,319090,319090,1.000
Nebraska,Lincoln,Rural,34914,,
Nebraska,Logan,Rural,748,,
Nebraska,Loup,Rural,664,,
Nebraska,Madison,Rural,35099,,
Nebraska,McPherson,Rural,494,,
Nebraska,Merrick,Rural,7755,,
Nebraska,Morrill,Rural,4642,,
Nebraska,Nance,Rural,3519,,
Nebraska,Nemaha,Rural,6972,,
Nebraska,Nuckolls,Rural,4148,,
Nebraska,Otoe,Rural,16012,,
Nebraska,Pawnee,Rural,2613,,
Nebraska,Perkins,Rural,2891,,
Nebraska,Phelps,Rural,9034,,
Nebraska,Pierce,Rural,7148,,
Nebraska,Platte,Rural,33470,,
Nebraska,Polk,Rural,5213,,
Nebraska,Red Willow,Rural,10724,,
Nebraska,Richardson,Rural,7865,,
Nebraska,Rock,Rural,1357,,
Nebraska,Saline,Rural,14224,,
Nebraska,Sarpy,Omaha,187196,851729,0.220
Nebraska,Saunders,Rural,21578,,
Nebraska,Scotts Bluff,Rural,35618,,
Nebraska,Seward,Rural,17284,,
Nebraska,Sheridan,Rural,5246,,
Nebraska,Sherman,Rural,3001,,
Nebraska,Sioux,Rural,1166,,
Nebraska,Stanton,Rural,5920,,
Nebraska,Thayer,Rural,5003,,
Nebraska,Thomas,Rural,722,,
Nebraska,Thurston,Rural,7224,,
Nebraska,Valley,Rural,4158,,
Nebraska,Washington,Rural,20729,,
Nebraska,Wayne,Rural,9385,,
Nebraska,Webster,Rural,3487,,
Nebraska,Wheeler,Rural,783,,
Nebraska,York,Rural,13679,,
Nevada,Carson City,Rural,55916,,
Nevada,Churchill,Rural,24909,,
Nevada,Clark,Las Vegas,2266715,2478896,0.914
Nevada,Douglas,Rural,48905,,
Nevada,Elko,Rural,52778,,
Nevada,Esmeralda,Rural,873,,
Nevada,Eureka,Rural,2029,,
Nevada,Humboldt,Rural,16831,,
Nevada,Lander,Rural,5532,,
Nevada,Lincoln,Rural,5183,,
Nevada,Lyon,Rural,57510,,
Nevada,Mineral,Rural,4505,,
Nevada,Nye,Rural,46523,,
Nevada,Pershing,Rural,6725,,
Nevada,Storey,Rural,4123,,
Nevada,Washoe,Reno,471519,471519,1.000
Nevada,White Pine,Rural,9580,,
New Hampshire,Belknap,Rural,61303,,
New Hampshire,Carroll,Rural,48910,,
New Hampshire,Cheshire,Rural,76085,,
New Hampshire,Coos,Rural,31563,,
New Hampshire,Grafton,Rural,89886,,
New Hampshire,Hillsborough,Nashua,417025,417025,1.000
New Hampshire,Merrimack,Manchester,151391,461160,0.328
New Hampshire,Rockingham,Manchester,309769,461160,0.672
New Hampshire,Strafford,Portsmouth-Dover-Rochester,130633,338274,0.386
New Hampshire,Sullivan,Rural,43146,,
New Jersey,Atlantic,Atlantic City,263670,355709,0.741
New Jersey,Bergen,Bergen-Passaic/Paterson-Clifton,932202,1434028,0.650
New Jersey,Burlington,Philadelphia,445349,5378441,0.083
New Jersey,Camden,Philadelphia,506471,5378441,0.094
New Jersey,Cape May,Atlantic City,92039,355709,0.259
New Jersey,Cumberland,Vineland-Millville-Bridgetown,149527,149527,1.000
New Jersey,Essex,Newark,798975,2092916,0.382
New Jersey,Gloucester,Philadelphia,291636,5378441,0.054
New Jersey,Hudson,Jersey City,672391,672391,1.000
New Jersey,Hunterdon,Middlesex-Somerset-Hunt,124371,1278367,0.097
New Jersey,Mercer,Trenton,367430,367430,1.000
New Jersey,Middlesex,Middlesex-Somerset-Hunt,825062,1278367,0.645
New Jersey,Monmouth,Monmouth-Ocean,618795,1225981,0.505
New Jersey,Morris,Newark,491845,2092916,0.235
New Jersey,Ocean,Monmouth-Ocean,607186,1225981,0.495
New Jersey,Passaic,Bergen-Passaic/Paterson-Clifton,501826,1434028,0.350
New Jersey,Salem,Rural,62385,,
New Jersey,Somerset,Middlesex-Somerset-Hunt,328934,1278367,0.257
New Jersey,Sussex,Newark,140488,2092916,0.067
New Jersey,Union,Newark,556341,2092916,0.266
New Jersey,Warren,Newark,105267,2092916,0.050
New Mexico,Bernalillo,Albuquerque,679121,902557,0.752
New Mexico,Catron,Rural,3527,,
New Mexico,Chaves,Rural,64615,,
New Mexico,Cibola,Rural,26675,,
New Mexico,Colfax,Rural,11941,,
New Mexico,Curry,Rural,48954,,
New Mexico,De Baca,Rural,1748,,
New Mexico,Dona Ana,Las Cruces,218195,218195,1.000
New Mexico,Eddy,Rural,58460,,
New Mexico,Grant,Rural,26998,,
New Mexico,Guadalupe,Rural,4300,,
New Mexico,Harding,Rural,625,,
New Mexico,Hidalgo,Rural,4198,,
New Mexico,Lea,Rural,71070,,
New Mexico,Lincoln,Rural,19572,,
New Mexico,Los Alamos,Rural,19369,,
New Mexico,Luna,Rural,23709,,
New Mexico,McKinley,Rural,71367,,
New Mexico,Mora,Rural,4521,,
New Mexico,Otero,Rural,67490,,
New Mexico,Quay,Rural,8253,,
New Mexico,Rio Arriba,Rural,38921,,
New Mexico,Roosevelt,Rural,18500,,
New Mexico,San Juan,Rural,123958,,
New Mexico,San Miguel,Rural,27277,,
New Mexico,Sandoval,Albuquerque,146748,902557,0.163
New Mexico,Santa Fe,Santa Fe,150358,150358,1.000
New Mexico,Sierra,Rural,10791,,
New Mexico,Socorro,Rural,16637,,
New Mexico,Taos,Rural,32723,,
New Mexico,Torrance,Rural,15461,,
New Mexico,Union,Rural,4059,,
New Mexico,Valencia,Albuquerque,76688,902557,0.085
New York,Albany,Albany-Schenectady-Troy,305506,849382,0.360
New York,Allegany,Rural,46091,,
New York,Bronx,New York,1418207,9630112,0.147
New York,Broome,Binghamton,190488,190488,1.000
New York,Cattaraugus,Rural,76117,,
New York,Cayuga,Syracuse,76576,725169,0.106
New York,Chautauqua,Jamestown-Dunkirk,126903,126903,1.000
New York,Chemung,Elmira,83456,83456,1.000
New York,Chenango,Rural,47207,,
New York,Clinton,Rural,80485,,
New York,Columbia,Rural,59461,,
New York,Cortland,Rural,47581,,
New York,Delaware,Rural,44135,,
New York,Dutchess,Dutchess County,294218,294218,1.000
New York,Erie,Buffalo,918702,1127983,0.815
New York,Essex,Rural,36885,,
New York,Franklin,Rural,50022,,
New York,Fulton,Rural,53383,,
New York,Genesee,Rural,57280,,
New York,Greene,Rural,47188,,
New York,Hamilton,Rural,4416,,
New York,Herkimer,Utica-Rome,61319,289990,0.212
New York,Jefferson,Rural,109834,,
New York,Kings,New York,2559903,9630112,0.266
New York,Lewis,Rural,26296,,
New York,Livingston,Rochester,62914,1004379,0.063
New York,Madison,Syracuse,70941,725169,0.098
New York,Monroe,Rochester,741770,1004379,0.739
New York,Montgomery,Rural,49221,,
New York,Nassau,Nassau-Suffolk,1356924,2833525,0.479
New York,New York,New York,1628706,9630112,0.169
New York,Niagara,Buffalo,209281,1127983,0.186
New York,Oneida,Utica-Rome,228671,289990,0.789
New York,Onondaga,Syracuse,460528,725169,0.635
New York,Ontario,Rochester,109777,1004379,0.109
New York,Orange,Newburgh,384940,440749,0.873
New York,Orleans,Rural,40352,,
New York,Oswego,Syracuse,117124,725169,0.162
New York,Otsego,Rural,59493,,
New York,Putnam,Rural,98320,,
New York,Queens,New York,2253858,9630112,0.234
New York,Rensselaer,Albany-Schenectady-Troy,158714,849382,0.187
New York,Richmond,New York,476143,9630112,0.049
New York,Rockland,New York,325789,9630112,0.034
New York,Saratoga,Albany-Schenectady-Troy,229863,849382,0.271
New York,Schenectady,Albany-Schenectady-Troy,155299,849382,0.183
New York,Schoharie,Rural,30999,,
New York,Schuyler,Rural,17807,,
New York,Seneca,Rural,34016,,
New York,St. Lawrence,Rural,107740,,
New York,Steuben,Rural,95379,,
New York,Suffolk,Nassau-Suffolk,1476601,2833525,0.521
New York,Sullivan,Rural,75432,,
New York,Tioga,Rural,48203,,
New York,Tompkins,Rural,102180,,
New York,Ulster,Rural,177573,,
New York,Warren,Glens Falls,63944,125148,0.511
New York,Washington,Glens Falls,61204,125148,0.489
New York,Wayne,Rochester,89918,1004379,0.090
New York,Westchester,New York,967506,9630112,0.101
New York,Wyoming,Rural,39859,,
New York,Yates,Rural,24913,,
North Carolina,Alamance,Greensboro-Winston-Salem-Highpoint,169509,1400254,0.121
North Carolina,Alexander,Rural,37497,,
North Carolina,Alleghany,Rural,11137,,
North Carolina,Anson,Rural,24446,,
North Carolina,Ashe,Rural,27203,,
North Carolina,Avery,Rural,17557,,
North Carolina,Beaufort,Rural,46994,,
North Carolina,Bertie,Rural,18947,,
North Carolina,Bladen,Rural,32722,,
North Carolina,Brunswick,Wilmington/NC,142820,377293,0.379
North Carolina,Buncombe,Asheville,261191,261191,1.000
North Carolina,Burke,Hickory-Morgantown,90485,332214,0.272
North Carolina,Cabarrus,Charlotte-Gaston-Rock Hill,216453,2300375,0.094
North Carolina,Caldwell,Hickory-Morgantown,82178,332214,0.247
North Carolina,Camden,Rural,10867,,
North Carolina,Carteret,Rural,69473,,
North Carolina,Caswell,Rural,22604,,
North Carolina,Catawba,Hickory-Morgantown,159551,332214,0.480
North Carolina,Chatham,Raleigh-Durham,74470,1935219,0.039
North Carolina,Cherokee,Rural,28612,,
North Carolina,Chowan,Rural,13943,,
North Carolina,Clay,Rural,11231,,
North Carolina,Cleveland,Rural,97947,,
North Carolina,Columbus,Rural,55508,,
North Carolina,Craven,Rural,102139,,
North Carolina,Cumberland,Fayetteville,335509,335509,1.000
North Carolina,Currituck,Rural,27763,,
North Carolina,Dare,Rural,37009,,
North Carolina,Davidson,Greensboro-Winston-Salem-Highpoint,167609,1400254,0.120
North Carolina,Davie,Rural,42846,,
North Carolina,Duplin,Rural,58741,,
North Carolina,Durham,Raleigh-Durham,321488,1935219,0.166
North Carolina,Edgecombe,Rocky Mount,51472,145770,0.353
North Carolina,Forsyth,Greensboro-Winston-Salem-Highpoint,382295,1400254,0.273
North Carolina,Franklin,Raleigh-Durham,69685,1935219,0.036
North Carolina,Gaston,Charlotte-Gaston-Rock Hill,224529,2300375,0.098
North Carolina,Gates,Rural,11562,,
North Carolina,Graham,Rural,8441,,
North Carolina,Granville,Rural,60443,,
North Carolina,Greene,Rural,21069,,
North Carolina,Guilford,Greensboro-Winston-Salem-Highpoint,537174,1400254,0.384
North Carolina,Halifax,Rural,50010,,
North Carolina,Harnett,Rural,135976,,
North Carolina,Haywood,Rural,62317,,
North Carolina,Henderson,Rural,117417,,
North Carolina,Hertford,Rural,23677,,
North Carolina,Hoke,Rural,55234,,
North Carolina,Hyde,Rural,4937,,
North Carolina,Iredell,Rural,181806,,
North Carolina,Jackson,Rural,43938,,
North Carolina,Johnston,Raleigh-Durham,209339,1935219,0.108
North Carolina,Jones,Rural,9419,,
North Carolina,Lee,Rural,61779,,
North Carolina,Lenoir,Rural,55949,,
North Carolina,Lincoln,Charlotte-Gaston-Rock Hill,86111,2300375,0.037
North Carolina,Macon,Rural,35858,,
North Carolina,Madison,Rural,21755,,
North Carolina,Martin,Rural,22440,,
North Carolina,McDowell,Rural,45756,,
North Carolina,Mecklenburg,Charlotte-Gaston-Rock Hill,1110356,2300375,0.483
North Carolina,Mitchell,Rural,14964,,
North Carolina,Montgomery,Rural,27173,,
North Carolina,Moore,Rural,100880,,
North Carolina,Nash,Rocky Mount,94298,145770,0.647
North Carolina,New Hanover,Wilmington/NC,234473,377293,0.622
North Carolina,Northampton,Rural,19483,,
North Carolina,Onslow,Jacksonville/NC,197938,197938,1.000
North Carolina,Orange,Raleigh-Durham,148476,1935219,0.077
North Carolina,Pamlico,Rural,12726,,
North Carolina,Pasquotank,Rural,39824,,
North Carolina,Pender,Rural,63060,,
North Carolina,Perquimans,Rural,13463,,
North Carolina,Person,Rural,39490,,
North Carolina,Pitt,Greenville,180742,180742,1.000
North Carolina,Polk,Rural,20724,,
North Carolina,Randolph,Greensboro-Winston-Salem-Highpoint,143667,1400254,0.103
North Carolina,Richmond,Rural,44829,,
North Carolina,Robeson,Rural,130625,,
North Carolina,Rockingham,Rural,91010,,
